,given_product_title,given_product,given_product_img_url,recommended_product_title,recommended_product,recommended_product_img_url,euclidian_distance
205,dr comfort sandy laceup shoes ,B00ETHZX70,https://images-na.ssl-images-amazon.com/images/I/71hRxY0%2B8cL._AC_UY695_.jpg,dr comfort amy flexoa womens shoe knee pain  osteoarthritis oa black 7 mediumwide bd lace ,B00IOT39PC,https://images-na.ssl-images-amazon.com/images/I/61KxPil-mhL._AC_UY695_.jpg,1.016749382019043
206,dr comfort sandy laceup shoes ,B00ETHZX70,https://images-na.ssl-images-amazon.com/images/I/71hRxY0%2B8cL._AC_UY695_.jpg,dr martens dubbin shoe polish i50000218 ,B003TKVZEI,https://images-na.ssl-images-amazon.com/images/I/413rUmdfMUL._AC_.jpg,1.0333311557769775
207,dr comfort sandy laceup shoes ,B00ETHZX70,https://images-na.ssl-images-amazon.com/images/I/71hRxY0%2B8cL._AC_UY695_.jpg,ryka womens comfort casual walking shoes gray 7 medium bm ,B00KM4YCSK,https://images-na.ssl-images-amazon.com/images/I/51HKaxI360L._AC_UY695_.jpg,1.034185767173767
208,dr comfort sandy laceup shoes ,B00ETHZX70,https://images-na.ssl-images-amazon.com/images/I/71hRxY0%2B8cL._AC_UY695_.jpg,tender tootsies l11226 womens blue scuff comfort slip house shoes slippers ,B00GYCN35M,https://images-na.ssl-images-amazon.com/images/I/71doqPMoC9L._AC_UY695_.jpg,1.036888837814331
209,dr comfort sandy laceup shoes ,B00ETHZX70,https://images-na.ssl-images-amazon.com/images/I/71hRxY0%2B8cL._AC_UY695_.jpg,reebok mens versa comfort dmx max walking shoe ,B000P3IN5Q,https://images-na.ssl-images-amazon.com/images/I/714l5vPoEHS._AC_UY695_.jpg,1.0373187065124512
211,marc marc jacobs luna satchel handbag ,B00KXIOJ2O,https://images-na.ssl-images-amazon.com/images/I/91wSXRT1JGL._AC_UX695_.jpg,marc marc jacobs mmj 119 sunglasses ,B0029BUUXU,https://images-na.ssl-images-amazon.com/images/I/71mlcxX9pyL._AC_UX695_.jpg,1.1074029207229614
212,marc marc jacobs luna satchel handbag ,B00KXIOJ2O,https://images-na.ssl-images-amazon.com/images/I/91wSXRT1JGL._AC_UX695_.jpg,marc marc jacobs womens mmj391s sunglasses ,B00EOJMD4O,https://images-na.ssl-images-amazon.com/images/I/71%2Be7VeksJL._AC_UX695_.jpg,1.1277055740356445
213,marc marc jacobs luna satchel handbag ,B00KXIOJ2O,https://images-na.ssl-images-amazon.com/images/I/91wSXRT1JGL._AC_UX695_.jpg,marc marc jacobs ligero ew tote ,B00N3KSGWI,https://images-na.ssl-images-amazon.com/images/I/91MKnTqUrmL._AC_UY695_.jpg,1.164566993713379
214,marc marc jacobs luna satchel handbag ,B00KXIOJ2O,https://images-na.ssl-images-amazon.com/images/I/91wSXRT1JGL._AC_UX695_.jpg,marc marc jacobs womens shorty loafer ,B00I0C5I16,https://images-na.ssl-images-amazon.com/images/I/71pL2urtfjL._AC_UY695_.jpg,1.2213672399520874
215,marc marc jacobs luna satchel handbag ,B00KXIOJ2O,https://images-na.ssl-images-amazon.com/images/I/91wSXRT1JGL._AC_UX695_.jpg,marc marc jacobs top schooly messenger bag ,B00KWKK0PS,https://images-na.ssl-images-amazon.com/images/I/91k9SNeBJuL._AC_UX695_.jpg,1.2326594591140747
217,michael michael kors jet set travel small tote silver ,B00HNX7BEK,https://images-na.ssl-images-amazon.com/images/I/81OVlWUMZDL._AC_UY695_.jpg,michael michael kors womens small jet set travel tote ,B005SIO6OA,https://images-na.ssl-images-amazon.com/images/I/617OwNdxzoL._AC_UY695_.jpg,0.40188154578208923
218,michael michael kors jet set travel small tote silver ,B00HNX7BEK,https://images-na.ssl-images-amazon.com/images/I/81OVlWUMZDL._AC_UY695_.jpg,michael michael kors womens jet set travel multifunction tote ,B00DW5LWH0,https://images-na.ssl-images-amazon.com/images/I/91Gbb8ZXZlL._AC_UY695_.jpg,0.4845331013202667
219,michael michael kors jet set travel small tote silver ,B00HNX7BEK,https://images-na.ssl-images-amazon.com/images/I/81OVlWUMZDL._AC_UY695_.jpg,michael michael kors womens jet set travel tz tote ,B00JSALXWW,https://images-na.ssl-images-amazon.com/images/I/91yABmKgpHL._AC_UY695_.jpg,0.4845331013202667
220,michael michael kors jet set travel small tote silver ,B00HNX7BEK,https://images-na.ssl-images-amazon.com/images/I/81OVlWUMZDL._AC_UY695_.jpg,michael michael kors jet set travel large logo tote ,B008FD8V6O,https://images-na.ssl-images-amazon.com/images/I/91mKSISdt8L._AC_UY695_.jpg,0.4860704243183136
221,michael michael kors jet set travel small tote silver ,B00HNX7BEK,https://images-na.ssl-images-amazon.com/images/I/81OVlWUMZDL._AC_UY695_.jpg,michael michael kors jet set small travel totebrownone size ,B005SJ4DJM,https://images-na.ssl-images-amazon.com/images/I/81b9uJU6jbL._AC_UX569_.jpg,0.5314286947250366
223,orthaheel womens carla ii thong sandals buttercup 7 mb ,B008NQO27A,https://images-na.ssl-images-amazon.com/images/I/71MgQMNrR2L._AC_UY695_.jpg,fitflop womens walkstar iii nubuck thong sandal ,B00HSZM1DY,https://images-na.ssl-images-amazon.com/images/I/71D1BnJmwJL._AC_UX695_.jpg,0.7921993136405945
224,orthaheel womens carla ii thong sandals buttercup 7 mb ,B008NQO27A,https://images-na.ssl-images-amazon.com/images/I/71MgQMNrR2L._AC_UY695_.jpg,gentle souls kenneth cole womens jahzara mb dress sandal ,B00ESLVEUC,https://images-na.ssl-images-amazon.com/images/I/71lK9OF6DNL._AC_UX695_.jpg,0.819256067276001
225,orthaheel womens carla ii thong sandals buttercup 7 mb ,B008NQO27A,https://images-na.ssl-images-amazon.com/images/I/71MgQMNrR2L._AC_UY695_.jpg,demonia womens funn 20 thong sandals ,B00EJ3J4AG,https://images-na.ssl-images-amazon.com/images/I/61urlpTaaZL._AC_UX695_.jpg,0.8311911225318909
226,orthaheel womens carla ii thong sandals buttercup 7 mb ,B008NQO27A,https://images-na.ssl-images-amazon.com/images/I/71MgQMNrR2L._AC_UY695_.jpg,andre assous womens annette2 mid thong sandal ,B009DXZZHI,https://images-na.ssl-images-amazon.com/images/I/71ZHSYpj4sL._AC_UX695_.jpg,0.8349985480308533
227,orthaheel womens carla ii thong sandals buttercup 7 mb ,B008NQO27A,https://images-na.ssl-images-amazon.com/images/I/71MgQMNrR2L._AC_UY695_.jpg,europedica womens 5250 indoor  outdoor slippers 41 mb black nubuck ,B000NGK2SG,https://images-na.ssl-images-amazon.com/images/I/41IAhARx%2BOL._AC_.jpg,0.8587141036987305
229,lamb womens tomas dorsay pump ,B00JY47J0W,https://images-na.ssl-images-amazon.com/images/I/81UigsAow4L._AC_UY695_.jpg,clarks womens bardolino opentoe pump ,B003V9ROD8,https://images-na.ssl-images-amazon.com/images/I/71QMTfkmr0L._AC_UY695_.jpg,0.7054236531257629
230,lamb womens tomas dorsay pump ,B00JY47J0W,https://images-na.ssl-images-amazon.com/images/I/81UigsAow4L._AC_UY695_.jpg,tuk womens a8190l peeptoe pump ,B007FNDXVI,https://images-na.ssl-images-amazon.com/images/I/614fDzlp6sL._AC_UX695_.jpg,0.7054236531257629
231,lamb womens tomas dorsay pump ,B00JY47J0W,https://images-na.ssl-images-amazon.com/images/I/81UigsAow4L._AC_UY695_.jpg,bandolino womens courteous fb pump ,B00B2MYWG8,https://images-na.ssl-images-amazon.com/images/I/81Iyw4OX2zL._AC_UX695_.jpg,0.7054236531257629
232,lamb womens tomas dorsay pump ,B00JY47J0W,https://images-na.ssl-images-amazon.com/images/I/81UigsAow4L._AC_UY695_.jpg,bandolino womens courteous fb pump ,B00DGYFGTC,https://images-na.ssl-images-amazon.com/images/I/61p3wz2yoJL._AC_UX695_.jpg,0.7054236531257629
233,lamb womens tomas dorsay pump ,B00JY47J0W,https://images-na.ssl-images-amazon.com/images/I/81UigsAow4L._AC_UY695_.jpg,dyeables womens shanna dorsay pump ,B003O25MZ4,https://images-na.ssl-images-amazon.com/images/I/81UB1NhLxkL._AC_UY695_.jpg,0.7054236531257629
235,cirella women designer genuine leather red large hobo handbag shoulder bag ,B00HNKRD6Y,https://images-na.ssl-images-amazon.com/images/I/81rgBb2uxtL._AC_UY695_.jpg,otranto women designer genuine leather black large hobo shoulder handbag ,B00HNKU5D2,https://images-na.ssl-images-amazon.com/images/I/81Dy-GZRp7L._AC_UY695_.jpg,0.3370254635810852
236,cirella women designer genuine leather red large hobo handbag shoulder bag ,B00HNKRD6Y,https://images-na.ssl-images-amazon.com/images/I/81rgBb2uxtL._AC_UY695_.jpg,casini women designer genuine leather tan brown large hobo handbag shoulder bag ,B00HNKNXG8,https://images-na.ssl-images-amazon.com/images/I/81lFmw5u6aL._AC_UY695_.jpg,0.34802356362342834
237,cirella women designer genuine leather red large hobo handbag shoulder bag ,B00HNKRD6Y,https://images-na.ssl-images-amazon.com/images/I/81rgBb2uxtL._AC_UY695_.jpg,vignola women designer genuine leather sand brown hobo shoulder bag ,B00HNJP9MU,https://images-na.ssl-images-amazon.com/images/I/81ROpgAGmnL._AC_UY695_.jpg,0.4858900308609009
238,cirella women designer genuine leather red large hobo handbag shoulder bag ,B00HNKRD6Y,https://images-na.ssl-images-amazon.com/images/I/81rgBb2uxtL._AC_UY695_.jpg,clelo b544 womens hobo style canvas genuine leather tote handbag shoulder bag ,B00P27LZ4Q,https://images-na.ssl-images-amazon.com/images/I/61deuQ2wkrL._AC_UY695_.jpg,0.5548170208930969
239,cirella women designer genuine leather red large hobo handbag shoulder bag ,B00HNKRD6Y,https://images-na.ssl-images-amazon.com/images/I/81rgBb2uxtL._AC_UY695_.jpg,hoxis aerin classical soft faux leather hobo tote satchel womens tophandle shoulder handbag ,B00IL3NZPU,,0.57736736536026
241,oakley flak jacket xlj replacement lenses ,B0015F4MQC,https://images-na.ssl-images-amazon.com/images/I/51KICYUE5nL._AC_UY695_.jpg,revant replacement lenses oakley flak jacket ,B005ILK9M0,https://images-na.ssl-images-amazon.com/images/I/61D8qxLAIuL._AC_UX679_.jpg,0.0
242,oakley flak jacket xlj replacement lenses ,B0015F4MQC,https://images-na.ssl-images-amazon.com/images/I/51KICYUE5nL._AC_UY695_.jpg,revant replacement lenses oakley flak jacket xlj ,B005ILK6AK,https://images-na.ssl-images-amazon.com/images/I/61ykKjIHE9L._AC_UX679_.jpg,0.0775630846619606
243,oakley flak jacket xlj replacement lenses ,B0015F4MQC,https://images-na.ssl-images-amazon.com/images/I/51KICYUE5nL._AC_UY695_.jpg,oakley half jacket xlj polarized replacement lenses ,B001MWZUDC,https://images-na.ssl-images-amazon.com/images/I/81FXhwNzXQL._AC_UX679_.jpg,0.3016970753669739
244,oakley flak jacket xlj replacement lenses ,B0015F4MQC,https://images-na.ssl-images-amazon.com/images/I/51KICYUE5nL._AC_UY695_.jpg,persol 3037s 9558 black 3037s rectangle sunglasses polarised lens category 3 ,B009DNQERI,https://images-na.ssl-images-amazon.com/images/I/71ukmaTqlZL._AC_UX695_.jpg,0.4780084192752838
245,oakley flak jacket xlj replacement lenses ,B0015F4MQC,https://images-na.ssl-images-amazon.com/images/I/51KICYUE5nL._AC_UY695_.jpg,vuarnet vl 0120 sunglasses r010 1121 black grey px3000 lenses ,B00CKTZ00O,https://images-na.ssl-images-amazon.com/images/I/61Y3LQIqCkL._AC_SX679_.jpg,0.4913271963596344
247,alexis leroy women artificial diamond tstraps wedge heel sandal red size 9 ,B00CGWDW1E,https://images-na.ssl-images-amazon.com/images/I/81A4yZw31zL._AC_UX695_.jpg,orthaheel vionic technology womens mallorca wedge sandal black size 8 ,B00DZSFDR4,https://images-na.ssl-images-amazon.com/images/I/71HQDUG6ckL._AC_UX695_.jpg,0.6182730197906494
248,alexis leroy women artificial diamond tstraps wedge heel sandal red size 9 ,B00CGWDW1E,https://images-na.ssl-images-amazon.com/images/I/81A4yZw31zL._AC_UX695_.jpg,naturalizer bina bright coral fabrick slingback wedge womens size 6 ,B0098JW1FG,https://images-na.ssl-images-amazon.com/images/I/61yh2syHtnL._AC_UY695_.jpg,0.6706117987632751
249,alexis leroy women artificial diamond tstraps wedge heel sandal red size 9 ,B00CGWDW1E,https://images-na.ssl-images-amazon.com/images/I/81A4yZw31zL._AC_UX695_.jpg,donald j pliner womens shina wedge sandal ,B009HUIAQU,https://images-na.ssl-images-amazon.com/images/I/81Bchu5PqAL._AC_UX695_.jpg,0.6837177872657776
250,alexis leroy women artificial diamond tstraps wedge heel sandal red size 9 ,B00CGWDW1E,https://images-na.ssl-images-amazon.com/images/I/81A4yZw31zL._AC_UX695_.jpg,donald j pliner womens sheena2 wedge sandal ,B00ASR1LDK,https://images-na.ssl-images-amazon.com/images/I/818ZMkevE-L._AC_UX695_.jpg,0.6837177872657776
251,alexis leroy women artificial diamond tstraps wedge heel sandal red size 9 ,B00CGWDW1E,https://images-na.ssl-images-amazon.com/images/I/81A4yZw31zL._AC_UX695_.jpg,michael kors womens pale gold kami strap wedge sandal 85 bm ,B00EN0W998,https://images-na.ssl-images-amazon.com/images/I/71XnoCMGXGL._AC_UX695_.jpg,0.686378002166748
253,rayban mens cats 5000 aviator sunglasses ,B002E69CW0,https://images-na.ssl-images-amazon.com/images/I/51Tr6Nn%2B-XL._AC_UY695_.jpg,rayban mens cats 5000 aviator sunglasses ,B001ZV22VI,https://images-na.ssl-images-amazon.com/images/I/61GfmZtG7YL._AC_UX695_.jpg,0.0
254,rayban mens cats 5000 aviator sunglasses ,B002E69CW0,https://images-na.ssl-images-amazon.com/images/I/51Tr6Nn%2B-XL._AC_UY695_.jpg,gargoyles mens steward polarized aviator sunglasses ,B001V9K7K2,https://images-na.ssl-images-amazon.com/images/I/31P%2Bp0gEPZL._AC_.jpg,0.5090834498405457
255,rayban mens cats 5000 aviator sunglasses ,B002E69CW0,https://images-na.ssl-images-amazon.com/images/I/51Tr6Nn%2B-XL._AC_UY695_.jpg,oakley mens plaintiff aviator polarized sunglasses ,B004L2JTW8,https://images-na.ssl-images-amazon.com/images/I/71SIMzI6ZBL._AC_UX695_.jpg,0.5090834498405457
256,rayban mens cats 5000 aviator sunglasses ,B002E69CW0,https://images-na.ssl-images-amazon.com/images/I/51Tr6Nn%2B-XL._AC_UY695_.jpg,rayban mens rb3502 polarized aviator sunglasses ,B00D5AISWE,https://images-na.ssl-images-amazon.com/images/I/71qM7hb1J4L._AC_UX695_.jpg,0.5090834498405457
257,rayban mens cats 5000 aviator sunglasses ,B002E69CW0,https://images-na.ssl-images-amazon.com/images/I/51Tr6Nn%2B-XL._AC_UY695_.jpg,rayban 0rb3479 nonpolarized aviator sunglasses ,B0081LDKUW,https://images-na.ssl-images-amazon.com/images/I/31rXeHZGcnL._AC_.jpg,0.713601291179657
259,rayban rb3379 double bridge wrap sunglasses ,B00193CZO6,https://images-na.ssl-images-amazon.com/images/I/61YmSBdI6iL._AC_UX679_.jpg,polarized p13 sports wrap sunglasses tr90 frame ,B002B8K7LG,https://images-na.ssl-images-amazon.com/images/I/51J3%2BJQvCgL._AC_UX679_.jpg,0.744571328163147
260,rayban rb3379 double bridge wrap sunglasses ,B00193CZO6,https://images-na.ssl-images-amazon.com/images/I/61YmSBdI6iL._AC_UX679_.jpg,arnette quick draw an4178 wrap polarized sunglasses ,B00JLEJYI0,https://images-na.ssl-images-amazon.com/images/I/51wgNaA4yLL._AC_UX695_.jpg,0.7621561884880066
261,rayban rb3379 double bridge wrap sunglasses ,B00193CZO6,https://images-na.ssl-images-amazon.com/images/I/61YmSBdI6iL._AC_UX679_.jpg,oakley mens turbine oo926317 nonpolarized iridium wrap sunglasses ,B00UV54J4W,https://images-na.ssl-images-amazon.com/images/I/5108ZahywoL._AC_UX679_.jpg,0.7647088170051575
262,rayban rb3379 double bridge wrap sunglasses ,B00193CZO6,https://images-na.ssl-images-amazon.com/images/I/61YmSBdI6iL._AC_UX679_.jpg,kaenon mens xkore white g12 wrap polarized sunglasses ,B00JAFWE82,https://images-na.ssl-images-amazon.com/images/I/51n9X3lG8qL._AC_UX695_.jpg,0.7907056212425232
263,rayban rb3379 double bridge wrap sunglasses ,B00193CZO6,https://images-na.ssl-images-amazon.com/images/I/61YmSBdI6iL._AC_UX679_.jpg,arnette hot shot an4182 wrap polarized sunglasses ,B00BQ73T2C,https://images-na.ssl-images-amazon.com/images/I/716pOSjE1WL._AC_UX695_.jpg,0.8228375315666199
265,rayban 3025 aviator large metal nonmirrored polarized sunglasses ,B0011TFMAM,https://images-na.ssl-images-amazon.com/images/I/61P0kcFIv7L._AC_UX695_.jpg,rayban 3025 aviator large metal nonmirrored polarized sunglasses ,B00265O6N4,https://images-na.ssl-images-amazon.com/images/I/5116xzc55yL._AC_UX695_.jpg,0.0
266,rayban 3025 aviator large metal nonmirrored polarized sunglasses ,B0011TFMAM,https://images-na.ssl-images-amazon.com/images/I/61P0kcFIv7L._AC_UX695_.jpg,rayban 3025 aviator large metal nonmirrored nonpolarized sunglasses ,B002BZFMS2,https://images-na.ssl-images-amazon.com/images/I/612U3HUhjYL._AC_UX695_.jpg,0.0
267,rayban 3025 aviator large metal nonmirrored polarized sunglasses ,B0011TFMAM,https://images-na.ssl-images-amazon.com/images/I/61P0kcFIv7L._AC_UX695_.jpg,rayban 3025 aviator large metal mirrored nonpolarized sunglasses ,B0090NYPT0,https://images-na.ssl-images-amazon.com/images/I/617XCYzMEeL._AC_UX695_.jpg,0.34393975138664246
268,rayban 3025 aviator large metal nonmirrored polarized sunglasses ,B0011TFMAM,https://images-na.ssl-images-amazon.com/images/I/61P0kcFIv7L._AC_UX695_.jpg,rayban 3025 aviator large metal mirrored nonpolarized sunglasses ,B001UQ71HI,https://images-na.ssl-images-amazon.com/images/I/51g630e26dL._AC_UX695_.jpg,0.34393975138664246
269,rayban 3025 aviator large metal nonmirrored polarized sunglasses ,B0011TFMAM,https://images-na.ssl-images-amazon.com/images/I/61P0kcFIv7L._AC_UX695_.jpg,rayban goldgreen aviator large polarized sunglasses ,B0030CGF86,https://images-na.ssl-images-amazon.com/images/I/61R4c7eyVPL._AC_SX679_.jpg,0.39415961503982544
271,brooks womens purecadence 2 lightweight running shoes color tleblulmepnchslvmoodindgwh size 80 ,B00AOOYD6E,https://images-na.ssl-images-amazon.com/images/I/718PZeZ6fWL._AC_UY695_.jpg,brooks womens pureconnect 2 lightweight running shoes color dazzblutndrshootsslvrblck size 80 ,B00AOQ3BQ0,https://images-na.ssl-images-amazon.com/images/I/71Ct3-P6R1L._AC_UX695_.jpg,0.0
272,brooks womens purecadence 2 lightweight running shoes color tleblulmepnchslvmoodindgwh size 80 ,B00AOOYD6E,https://images-na.ssl-images-amazon.com/images/I/718PZeZ6fWL._AC_UY695_.jpg,brooks womens pureflow 3 lightweight running shoes color electriccaribbeanslvrwhite size 70 ,B00D4LJXYG,https://images-na.ssl-images-amazon.com/images/I/91mzSMxfYKL._AC_UX695_.jpg,0.0
273,brooks womens purecadence 2 lightweight running shoes color tleblulmepnchslvmoodindgwh size 80 ,B00AOOYD6E,https://images-na.ssl-images-amazon.com/images/I/718PZeZ6fWL._AC_UY695_.jpg,brooks womens puredrift lightweight running shoes color blcknghtlfebrtepnknghtlfeb size 70 ,B0089HJDFE,https://images-na.ssl-images-amazon.com/images/I/71A3Rc9OS-L._AC_UX695_.jpg,0.09369388222694397
274,brooks womens purecadence 2 lightweight running shoes color tleblulmepnchslvmoodindgwh size 80 ,B00AOOYD6E,https://images-na.ssl-images-amazon.com/images/I/718PZeZ6fWL._AC_UY695_.jpg,brooks womens puregrit 2 lightweight trail running shoes color slvrblckshdwpoolgrnnghtlfe size 85 ,B0089HHM02,https://images-na.ssl-images-amazon.com/images/I/81VnBANRyeL._AC_UX695_.jpg,0.24451954662799835
275,brooks womens purecadence 2 lightweight running shoes color tleblulmepnchslvmoodindgwh size 80 ,B00AOOYD6E,https://images-na.ssl-images-amazon.com/images/I/718PZeZ6fWL._AC_UY695_.jpg,brooks womens pureflow 2 running shoes color divapinkblckanthrcteslvrwh size 90 ,B0089HJCVY,https://images-na.ssl-images-amazon.com/images/I/81RRLdKlvoL._AC_UX695_.jpg,0.2734428644180298
277,hunter original tall welly boot ,B000NK00DY,https://images-na.ssl-images-amazon.com/images/I/51bK6KSfJ5L._AC_UY695_.jpg,hunter womens original tall welly boot ,B001F928OQ,https://images-na.ssl-images-amazon.com/images/I/71g8N5pXS3L._AC_UY695_.jpg,0.5035509467124939
278,hunter original tall welly boot ,B000NK00DY,https://images-na.ssl-images-amazon.com/images/I/51bK6KSfJ5L._AC_UY695_.jpg,original muckboots adult fieldblazer hunting boot ,B000WG63LM,https://images-na.ssl-images-amazon.com/images/I/91%2BTWEIYASS._AC_UY695_.jpg,0.8855999112129211
279,hunter original tall welly boot ,B000NK00DY,https://images-na.ssl-images-amazon.com/images/I/51bK6KSfJ5L._AC_UY695_.jpg,hunter original black womens boots size 8 us ,B005LVDPSW,https://images-na.ssl-images-amazon.com/images/I/31O05rFS30L._AC_.jpg,0.9158384203910828
280,hunter original tall welly boot ,B000NK00DY,https://images-na.ssl-images-amazon.com/images/I/51bK6KSfJ5L._AC_UY695_.jpg,fitflop womens tall mukluk moc 2 boot ,B00I5F76UY,https://images-na.ssl-images-amazon.com/images/I/81x5air3t4L._AC_UY695_.jpg,0.9191396832466125
281,hunter original tall welly boot ,B000NK00DY,https://images-na.ssl-images-amazon.com/images/I/51bK6KSfJ5L._AC_UY695_.jpg,kamik mens hunter coldweather boot ,B003IWYN4G,https://images-na.ssl-images-amazon.com/images/I/81ThxjsPveL._AC_UY695_.jpg,0.9224579930305481
283,polo ralph lauren mens ranger boot tan 11 us ,B001EHDFDM,https://images-na.ssl-images-amazon.com/images/I/81-cDj9LzvL._AC_UY695_.jpg,polo ralph lauren mens conquest 2 hi boot ,B001EHDKUK,https://images-na.ssl-images-amazon.com/images/I/81Fmg-1gAOL._AC_UY695_.jpg,0.6377969980239868
284,polo ralph lauren mens ranger boot tan 11 us ,B001EHDFDM,https://images-na.ssl-images-amazon.com/images/I/81-cDj9LzvL._AC_UY695_.jpg,polo ralph lauren womens qinta shearling bootblack75 b us ,B002F9MA6Q,https://images-na.ssl-images-amazon.com/images/I/81q3fLkcJ-L._AC_UY695_.jpg,0.7386755347251892
285,polo ralph lauren mens ranger boot tan 11 us ,B001EHDFDM,https://images-na.ssl-images-amazon.com/images/I/81-cDj9LzvL._AC_UY695_.jpg,polo ralph lauren mens 0ph4081p 50035351 polarized square sunglasses ,B00COAOAHI,https://images-na.ssl-images-amazon.com/images/I/71LN%2Bz7XQwL._AC_UX679_.jpg,0.7527462244033813
286,polo ralph lauren mens ranger boot tan 11 us ,B001EHDFDM,https://images-na.ssl-images-amazon.com/images/I/81-cDj9LzvL._AC_UY695_.jpg,dr martens mens ranger pullon boot ,B003L5CNH4,https://images-na.ssl-images-amazon.com/images/I/81ZoCxFBlfL._AC_UY695_.jpg,0.8193878531455994
287,polo ralph lauren mens ranger boot tan 11 us ,B001EHDFDM,https://images-na.ssl-images-amazon.com/images/I/81-cDj9LzvL._AC_UY695_.jpg,polo ralph lauren mens tedd hightop sneaker ,B00CA4W04S,https://images-na.ssl-images-amazon.com/images/I/817t2Cogm%2BL._AC_UX695_.jpg,0.8329487442970276
289,sbicca womens cabana platform sandal ,B006MA71E0,https://images-na.ssl-images-amazon.com/images/I/813ZlhaHxmL._AC_UX695_.jpg,tsubo womens olisa platform sandal ,B008BIBKG6,https://images-na.ssl-images-amazon.com/images/I/71gl7vdrnAL._AC_UX695_.jpg,0.7439447641372681
290,sbicca womens cabana platform sandal ,B006MA71E0,https://images-na.ssl-images-amazon.com/images/I/813ZlhaHxmL._AC_UX695_.jpg,gomax womens wicked02 platform sandal ,B004TP2PBE,https://images-na.ssl-images-amazon.com/images/I/81bqqypTebL._AC_UX695_.jpg,0.7439447641372681
291,sbicca womens cabana platform sandal ,B006MA71E0,https://images-na.ssl-images-amazon.com/images/I/813ZlhaHxmL._AC_UX695_.jpg,sanita womens davia platform sandal ,B00NFWREJU,https://images-na.ssl-images-amazon.com/images/I/61gQ2c1hT2L._AC_UY695_.jpg,0.7439447641372681
292,sbicca womens cabana platform sandal ,B006MA71E0,https://images-na.ssl-images-amazon.com/images/I/813ZlhaHxmL._AC_UX695_.jpg,skechers womens upgradessplash platform sandal ,B00F3WO5E2,https://images-na.ssl-images-amazon.com/images/I/81HzJVbuNuL._AC_UX695_.jpg,0.7439447641372681
293,sbicca womens cabana platform sandal ,B006MA71E0,https://images-na.ssl-images-amazon.com/images/I/813ZlhaHxmL._AC_UX695_.jpg,grazie womens delrio platform sandal ,B005BWKVTC,https://images-na.ssl-images-amazon.com/images/I/71-AFEIu0nL._AC_UX695_.jpg,0.7439447641372681
295,ladies clogs wsherpa cuff  lining 910 lilac 7000 ,B00ESJO6MM,,ladies clogs wsherpa cuff  lining 78 lilac 7000 ,B00ESJO6NG,,0.0
296,ladies clogs wsherpa cuff  lining 910 lilac 7000 ,B00ESJO6MM,,ladies clogs wsherpa cuff  lining 78 lt blue 7000 ,B00ESJO6MW,,0.5736311674118042
297,ladies clogs wsherpa cuff  lining 910 lilac 7000 ,B00ESJO6MM,,shoes 18 womens indoor outdoor clogs wdetachable sherpa cuff lining 5 colors ,B00ESJO6PO,https://images-na.ssl-images-amazon.com/images/I/41h1oxPPYNL._AC_UX695_.jpg,0.697782039642334
298,ladies clogs wsherpa cuff  lining 910 lilac 7000 ,B00ESJO6MM,,orthaheel womens lilac geneva 10 bm us ,B00B2AWLN6,https://images-na.ssl-images-amazon.com/images/I/61LstVS97hL._AC_UY695_.jpg,0.7429072856903076
299,ladies clogs wsherpa cuff  lining 910 lilac 7000 ,B00ESJO6MM,,oakley trailmix ox80350154 eyeglasses satin black 54 ,B00NUCKD52,https://images-na.ssl-images-amazon.com/images/I/61tbmu2zDeL._AC_UX695_.jpg,0.7654225826263428
301,michael kors womens cynthia large leather tophandle tote ,B00JVKXRTG,https://images-na.ssl-images-amazon.com/images/I/91-9vqHW3XL._AC_UY695_.jpg,michael kors womens eliza large plastic tophandle tote ,B00HQE75D8,https://images-na.ssl-images-amazon.com/images/I/617gkgs-wmL._AC_UX569_.jpg,0.45476552844047546
302,michael kors womens cynthia large leather tophandle tote ,B00JVKXRTG,https://images-na.ssl-images-amazon.com/images/I/91-9vqHW3XL._AC_UY695_.jpg,michael kors black saffiano large leather tote ,B00BSFUXJE,https://images-na.ssl-images-amazon.com/images/I/91mBMPQdziL._AC_UY695_.jpg,0.517134428024292
303,michael kors womens cynthia large leather tophandle tote ,B00JVKXRTG,https://images-na.ssl-images-amazon.com/images/I/91-9vqHW3XL._AC_UY695_.jpg,michael kors womens large kempton nylon shoulder tote ,B006LC4S2W,https://images-na.ssl-images-amazon.com/images/I/815YWD7zNPL._AC_UY741_.jpg,0.5770136117935181
304,michael kors womens cynthia large leather tophandle tote ,B00JVKXRTG,https://images-na.ssl-images-amazon.com/images/I/91-9vqHW3XL._AC_UY695_.jpg,michael kors womens large grayson vinyl tophandle satchel ,B009XEM6DS,https://images-na.ssl-images-amazon.com/images/I/81zl974%2BrRL._AC_UX679_.jpg,0.6024101972579956
305,michael kors womens cynthia large leather tophandle tote ,B00JVKXRTG,https://images-na.ssl-images-amazon.com/images/I/91-9vqHW3XL._AC_UY695_.jpg,michael kors womens large quilted fulton east west leather tophandle tote ,B00H4DS4G8,,0.6024873852729797
307,fossil emory zip coin wallet ,B00N3V9GUI,https://images-na.ssl-images-amazon.com/images/I/01RmK%2BJ4pJL._AC_.gif,fossil emory zip coin sl2933 walletblackone size ,B0050HDD7A,https://images-na.ssl-images-amazon.com/images/I/61etsFr3ndL._AC_.jpg,0.8879668116569519
